1	102	1
1	61	2
2	69	3
3	77	4
4	90	5
5	93	6
6	106	7
7	108	8
8	117	9
9	129	10
9	96	11
10	107	12
11	120	13
11	83	14
12	96	15
13	108	16
13	70	17
14	74	18
15	83	19
16	92	20
17	105	21
18	110	22
18	78	23
19	82	24
20	88	25
21	97	26
22	109	27
23	114	28
24	123	29
25	131	30
26	143	31
27	150	32
28	158	33
29	168	34
30	181	35
31	192	36
31	157	37
32	169	38
33	174	39
34	182	40
35	193	41
36	203	42
37	211	43
38	220	44
38	187	45
39	198	46
40	211	47
41	223	48
41	184	49
42	197	50
43	209	51
44	212	52
45	218	53
45	186	54
46	199	55
47	208	56
48	219	57
49	226	58
50	237	59
51	249	60
52	249	61
53	251	62
54	263	63
55	269	64
56	273	65
57	279	66
58	292	67
59	305	68
60	316	69
61	328	70
62	340	71
63	352	72
64	364	73
65	370	74
65	337	75
66	348	76
67	356	77
68	368	78
69	380	79
70	391	80
71	402	81
72	411	82
73	418	83
74	422	84
75	420	85
76	432	86
77	445	87
78	453	88
79	465	89
80	469	90
81	470	91
82	480	92
83	492	93
84	493	94
85	503	95
86	507	96
87	520	97
88	532	98
89	544	99
89	507	100
89	473	101
90	485	102
90	452	103
91	464	104
92	471	105
93	475	106
94	486	107
94	451	108
95	464	109
96	476	110
97	486	111
98	498	112
99	501	113
100	512	114
100	477	115
101	489	116
102	496	117
103	508	118
104	513	119
104	477	120
105	489	121
105	448	122
106	461	123
106	417	124
106	383	125
107	393	126
108	406	127
109	418	128
110	430	129
110	395	130
111	407	131
112	420	132
113	426	133
114	435	134
115	445	135
116	457	136
117	467	137
118	477	138
119	489	139
119	456	140
120	464	141
121	475	142
122	483	143
123	492	144
124	499	145
125	512	146
126	524	147
126	491	148
126	458	149
127	465	150
128	471	151
128	431	152
129	444	153
130	454	154
131	460	155
132	465	156
133	477	157
134	484	158
135	496	159
135	461	160
136	470	161
137	476	162
138	488	163
139	489	164
140	501	165
141	514	166
142	524	167
142	478	168
142	441	169
142	408	170
142	375	171
143	387	172
144	399	173
144	366	174
145	375	175
146	371	176
147	383	177
148	395	178
149	401	179
150	414	180
151	426	181
152	435	182
153	447	183
154	457	184
154	424	185
155	434	186
156	443	187
157	455	188
158	466	189
159	475	190
160	479	191
161	484	192
162	497	193
163	499	194
164	511	195
164	476	196
165	486	197
166	496	198
167	509	199
168	521	200
169	527	201
170	540	202
171	546	203
172	558	204
172	525	205
173	538	206
174	545	207
174	504	208
175	513	209
176	525	210
177	536	211
178	546	212
178	511	213
179	517	214
180	530	215
180	494	216
181	501	217
182	507	218
183	520	219
184	533	220
185	532	221
186	544	222
187	555	223
188	568	224
189	580	225
190	593	226
191	603	227
192	610	228
193	616	229
194	629	230
195	641	231
196	646	232
197	658	233
198	663	234
199	673	235
199	633	236
199	600	237
199	561	238
199	529	239
200	541	240
201	553	241
202	564	242
202	528	243
203	537	244
204	545	245
204	509	246
205	521	247
206	528	248
207	540	249
208	547	250
209	551	251
210	561	252
211	570	253
212	583	254
213	596	255
214	598	256
215	605	257
216	614	258
217	626	259
217	590	260
217	555	261
218	560	262
218	526	263
218	493	264
219	503	265
219	467	266
220	478	267
221	480	268
222	489	269
223	498	270
224	498	271
225	505	272
225	472	273
225	439	274
225	402	275
226	411	276
227	419	277
228	432	278
229	444	279
229	410	280
230	422	281
231	431	282
232	443	283
233	455	284
233	423	285
234	435	286
235	444	287
236	454	288
237	459	289
237	425	290
238	437	291
239	449	292
240	461	293
241	473	294
242	485	295
243	498	296
244	511	297
244	476	298
245	489	299
246	496	300
247	502	301
248	514	302
249	526	303
250	535	304
251	544	305
252	553	306
253	549	307
254	562	308
255	574	309
255	534	310
256	540	311
257	542	312
258	555	313
259	564	314
260	573	315
261	585	316
262	593	317
263	606	318
264	612	319
265	620	320
266	629	321
267	641	322
268	654	323
269	664	324
270	677	325
271	685	326
272	680	327
273	690	328
273	654	329
274	663	330
275	671	331
276	682	332
277	692	333
277	651	334
278	664	335
279	670	336
279	637	337
280	650	338
280	617	339
281	629	340
282	642	341
283	648	342
283	606	343
284	618	344
285	629	345
285	597	346
286	609	347
287	607	348
287	574	349
287	536	350
288	537	351
289	547	352
290	556	353
291	568	354
292	581	355
293	592	356
294	599	357
295	611	358
295	578	359
296	590	360
297	603	361
297	571	362
298	578	363
299	589	364
299	550	365
300	562	366
300	527	367
301	537	368
302	546	369
303	554	370
304	566	371
305	577	372
306	586	373
307	598	374
307	552	375
308	564	376
309	576	377
310	588	378
311	601	379
311	568	380
311	535	381
311	499	382
312	502	383
313	512	384
314	521	385
314	483	386
315	490	387
316	498	388
317	506	389
318	518	390
318	484	391
319	497	392
320	506	393
320	474	394
321	483	395
322	488	396
323	497	397
324	505	398
325	517	399
326	519	400
327	529	401
328	541	402
329	553	403
329	517	404
330	524	405
330	491	406
331	502	407
331	456	408
332	469	409
332	437	410
333	449	411
334	459	412
335	471	413
335	436	414
336	445	415
337	458	416
338	468	417
339	481	418
340	493	419
341	505	420
342	517	421
343	529	422
344	538	423
345	537	424
346	549	425
347	558	426
348	567	427
349	579	428
350	592	429
351	596	430
352	608	431
353	621	432
354	632	433
355	644	434
355	611	435
356	622	436
357	632	437
358	645	438
359	654	439
360	664	440
361	677	441
362	687	442
363	700	443
364	712	444
365	724	445
365	682	446
365	646	447
365	610	448
366	619	449
366	584	450
367	596	451
367	561	452
368	574	453
368	538	454
369	549	455
370	558	456
371	560	457
371	527	458
372	537	459
373	550	460
373	517	461
374	520	462
375	530	463
375	492	464
376	492	465
377	499	466
378	511	467
379	523	468
380	535	469
381	548	470
382	559	471
383	570	472
383	530	473
383	492	474
384	501	475
385	513	476
386	525	477
387	530	478
388	541	479
389	553	480
390	565	481
390	532	482
391	543	483
392	542	484
393	555	485
393	519	486
394	530	487
395	541	488
396	553	489
397	565	490
398	578	491
399	588	492
400	601	493
401	613	494
401	578	495
402	590	496
403	601	497
403	559	498
404	570	499
405	583	500
406	587	501
406	553	502
406	518	503
407	527	504
407	483	505
407	448	506
408	461	507
408	426	508
409	432	509
410	444	510
411	456	511
412	462	512
413	464	513
413	431	514
413	392	515
413	352	516
414	361	517
415	370	518
416	381	519
416	346	520
417	359	521
418	369	522
419	376	523
420	388	524
420	349	525
421	361	526
421	326	527
422	339	528
423	343	529
424	353	530
425	359	531
426	365	532
427	374	533
428	375	534
429	385	535
430	395	536
431	407	537
432	416	538
433	428	539
433	393	540
434	403	541
435	415	542
435	383	543
436	396	544
436	364	545
437	377	546
437	341	547
438	350	548
439	362	549
439	325	550
440	337	551
440	296	552
441	309	553
442	322	554
442	281	555
443	292	556
444	303	557
444	271	558
445	280	559
446	284	560
447	292	561
447	248	562
448	258	563
449	270	564
450	281	565
450	242	566
451	255	567
452	268	568
453	280	569
454	292	570
454	251	571
455	262	572
456	272	573
457	284	574
458	296	575
459	308	576
460	321	577
461	331	578
462	344	579
463	357	580
463	318	581
464	331	582
464	293	583
465	305	584
465	273	585
466	285	586
466	249	587
467	261	588
468	268	589
468	231	590
469	244	591
470	252	592
470	220	593
471	228	594
471	192	595
472	201	596
473	211	597
474	217	598
475	229	599
476	238	600
477	251	601
478	263	602
478	230	603
479	239	604
480	252	605
480	218	606
481	230	607
482	236	608
483	247	609
484	259	610
485	271	611
486	279	612
487	287	613
488	296	614
489	308	615
490	314	616
491	326	617
492	338	618
493	349	619
494	359	620
495	368	621
496	380	622
497	378	623
498	388	624
499	396	625
500	408	626
501	410	627
501	367	628
502	379	629
503	392	630
504	403	631
505	407	632
506	413	633
506	376	634
507	388	635
508	397	636
509	395	637
510	405	638
511	399	639
511	366	640
512	375	641
513	384	642
514	396	643
514	363	644
514	322	645
515	326	646
515	293	647
516	305	648
517	313	649
518	325	650
518	292	651
519	304	652
520	316	653
520	281	654
521	286	655
521	245	656
522	251	657
523	255	658
523	222	659
524	234	660
525	246	661
526	250	662
526	215	663
527	224	664
528	233	665
529	242	666
530	254	667
531	265	668
531	233	669
532	243	670
533	255	671
534	265	672
535	277	673
536	290	674
537	299	675
537	263	676
538	272	677
539	283	678
540	290	679
541	303	680
542	315	681
543	324	682
544	334	683
545	347	684
546	353	685
547	359	686
548	371	687
549	380	688
550	392	689
551	393	690
551	335	691
551	292	692
552	298	693
553	306	694
553	273	695
554	285	696
554	250	697
555	262	698
556	272	699
557	274	700
557	238	701
558	251	702
558	214	703
559	227	704
560	235	705
561	248	706
562	261	707
563	270	708
564	283	709
565	295	710
566	307	711
567	318	712
567	283	713
568	295	714
569	301	715
570	310	716
571	322	717
572	335	718
572	294	719
573	307	720
573	271	721
574	284	722
575	290	723
576	300	724
576	267	725
577	277	726
578	289	727
579	300	728
580	312	729
580	279	730
581	282	731
582	294	732
583	307	733
584	320	734
585	333	735
586	339	736
586	290	737
587	302	738
588	315	739
589	327	740
590	339	741
591	351	742
592	360	743
593	367	744
594	379	745
595	392	746
596	405	747
597	417	748
597	370	749
598	378	750
599	390	751
600	402	752
601	414	753
602	420	754
603	424	755
604	437	756
605	445	757
606	453	758
607	465	759
608	477	760
608	441	761
609	441	762
610	452	763
610	418	764
611	425	765
612	437	766
613	446	767
614	455	768
615	467	769
616	479	770
617	491	771
618	500	772
618	468	773
619	477	774
619	436	775
620	446	776
621	458	777
622	467	778
623	480	779
623	447	780
623	414	781
624	424	782
624	392	783
625	404	784
626	416	785
627	429	786
628	438	787
629	450	788
630	459	789
631	471	790
632	483	791
633	492	792
634	503	793
635	512	794
636	524	795
637	536	796
638	548	797
639	558	798
640	569	799
641	582	800
642	594	801
643	606	802
644	607	803
645	617	804
646	625	805
646	592	806
647	604	807
648	613	808
649	624	809
650	635	810
651	636	811
652	645	812
653	649	813
654	661	814
655	673	815
656	685	816
657	696	817
658	708	818
659	717	819
660	730	820
660	697	821
661	709	822
662	713	823
662	681	824
663	691	825
664	704	826
665	714	827
666	725	828
666	684	829
666	651	830
667	659	831
667	626	832
667	591	833
668	603	834
669	616	835
670	623	836
671	632	837
672	644	838
673	656	839
674	662	840
674	629	841
675	640	842
676	649	843
677	658	844
678	661	845
679	674	846
680	679	847
680	642	848
681	655	849
681	614	850
682	624	851
682	590	852
683	589	853
684	601	854
685	613	855
686	621	856
687	634	857
688	643	858
689	656	859
690	668	860
690	635	861
691	644	862
692	657	863
693	669	864
694	678	865
695	682	866
696	694	867
697	696	868
698	709	869
698	671	870
698	639	871
699	650	872
700	661	873
700	615	874
701	627	875
702	638	876
703	649	877
704	661	878
705	674	879
705	642	880
706	652	881
706	616	882
707	628	883
708	638	884
709	650	885
710	657	886
710	616	887
711	628	888
712	638	889
713	650	890
714	660	891
715	669	892
716	680	893
716	639	894
717	652	895
718	656	896
719	665	897
719	629	898
719	593	899
720	604	900
720	571	901
721	583	902
722	595	903
723	605	904
724	609	905
725	622	906
726	633	907
727	645	908
728	657	909
729	666	910
730	672	911
731	685	912
732	690	913
732	656	914
732	623	915
733	632	916
734	644	917
735	642	918
736	654	919
